"text","relation"
"<e2>Epidermal growth factor receptor</e2> inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, <e1>OSI-774</e1>), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).","Downregulator"
"<e2>Epidermal growth factor receptor</e2> inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as <e1>cetuximab</e1> (IMC-225, Erbitux).","Downregulator"
"<e2>Epidermal growth factor receptor</e2> inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (<e1>IMC-225</e1>, Erbitux).","Downregulator"
"<e2>Epidermal growth factor receptor</e2> inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, <e1>Erbitux</e1>).","Downregulator"
"<e1>Alprenolol</e1> and BAAM at 10(-7), 3 x 10(-7), and 10(-6) M inhibited the cardiac stimulation response slightly, which is indicative of membrane-stabilizing activity independent of <e2>beta-adrenoceptor</e2> blockade.","Downregulator"
"Alprenolol and <e1>BAAM</e1> at 10(-7), 3 x 10(-7), and 10(-6) M inhibited the cardiac stimulation response slightly, which is indicative of membrane-stabilizing activity independent of <e2>beta-adrenoceptor</e2> blockade.","Downregulator"
"Alprenolol and BAAM also caused surmountable antagonism of <e1>isoprenaline</e1> responses, and this <e2>beta 1-adrenoceptor</e2> antagonism was slowly reversible.","Agonist"
"Alprenolol and bromoacetyl<e1>alprenolol</e1>menthane are competitive slowly reversible antagonists at the <e2>beta 1-adrenoceptor</e2>s of rat left atria.","Antagonist"
"Alprenolol and <e1>BAAM</e1> also caused surmountable antagonism of isoprenaline responses, and this <e2>beta 1-adrenoceptor</e2> antagonism was slowly reversible.","Antagonist"
"<e1>Alprenolol</e1> and bromoacetylalprenololmenthane are competitive slowly reversible antagonists at the <e2>beta 1-adrenoceptors</e2> of rat left atria.","Antagonist"
"Alprenolol and <e1>bromoacetylalprenololmenthane</e1> are competitive slowly reversible antagonists at the <e2>beta 1-adrenoceptors</e2> of rat left atria.","Antagonist"
"<e1>Alprenolol</e1> and bromoacetylalprenololmenthane are competitive slowly reversible antagonists at the <e2>beta 1-adrenoceptor</e2>s of rat left atria.","Antagonist"
"Alprenolol and <e1>BAAM</e1> also caused surmountable antagonism of isoprenaline responses, and this <e2>beta 1-adrenoceptor</e2> antagonism was slowly reversible.","Antagonist"
"Apolipoprotein E was chemically bound via linkers to <e1>loperamide</e1>-loaded <e2>HSA</e2>-NP.","Part_of"
"<e2>Apolipoprotein E</e2> was chemically bound via linkers to <e1>loperamide</e1>-loaded HSA-NP.","Regulator"
"As part of an effort to discover orally active reversible inhibitors of <e2>MetAP2</e2>, a series of <e1>anthranilic acid sulfonamides</e1> with micromolar affinities for human MetAP2 were identified using affinity selection by mass spectrometry (ASMS) screening.","Regulator"
"As part of an effort to discover orally active reversible inhibitors of MetAP2, a series of <e1>anthranilic acid sulfonamides</e1> with micromolar affinities for <e2>human MetAP2</e2> were identified using affinity selection by mass spectrometry (ASMS) screening.","Regulator"
"Discovery and optimization of <e1>anthranilic acid sulfonamides</e1> as inhibitors of <e2>methionine aminopeptidase-2</e2>: a structural basis for the reduction of albumin binding.","Regulator"
"Discovery and optimization of <e1>anthranilic acid sulfonamides</e1> as inhibitors of methionine aminopeptidase-2: a structural basis for the reduction of <e2>albumin</e2> binding.","Downregulator"
"We have expressed and characterized recombinant, <e1>N</e1>-terminally His-tagged <e2>human adenine phosphoribosyltransferase</e2>.","Part_of"
"<e2>Adenine phosphoribosyltransferase</e2> plays a role in purine salvage by catalyzing the direct conversion of adenine to <e1>adenosine monophosphate</e1>.","Substrate"
"<e2>Adenine phosphoribosyltransferase</e2> plays a role in purine salvage by catalyzing the direct conversion of <e1>adenine</e1> to adenosine monophosphate.","Substrate"
"BACKGROUND: Since the introduction of the first <e2>cholinesterase</e2> inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, <e1>donepezil</e1>, galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme acetylcholinesterase.","Downregulator"
"BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, <e1>donepezil</e1>, galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme <e2>acetylcholinesterase</e2>.","Downregulator"
"BACKGROUND: Since the introduction of the first <e2>cholinesterase</e2> inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, <e1>galantamine</e1> and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme acetylcholinesterase.","Downregulator"
"BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, <e1>galantamine</e1> and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme <e2>acetylcholinesterase</e2>.","Downregulator"
"BACKGROUND: Since the introduction of the first <e2>cholinesterase</e2> inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and <e1>rivastigmine</e1>, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme acetylcholinesterase.","Downregulator"
"BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and <e1>rivastigmine</e1>, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme <e2>acetylcholinesterase</e2>.","Downregulator"
"BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of <e1>acetylcholine</e1>, an important neurotransmitter associated with memory, by blocking the enzyme <e2>acetylcholinesterase</e2>.","Substrate"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (<e2>Kir6.2</e2>/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Not"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/<e2>SUR2A</e2>, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Not"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (<e2>Kir6.2</e2>/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Not"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/<e2>SUR2B</e2>) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Not"
"Binding experiments on mitiglinide, nateglinide, and repaglinide to <e2>SUR1</e2> expressed in COS-1 cells revealed that they inhibit the binding of <e1>[3H]glibenclamide</e1> to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.","Regulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Regulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Regulator"
"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, <e1>nateglinide</e1>.","Regulator"
"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, <e1>nateglinide</e1>.","Regulator"
"Binding experiments on mitiglinide, nateglinide, and <e1>repaglinide</e1> to <e2>SUR1</e2> expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.","Regulator"
"Binding experiments on mitiglinide, nateglinide, and <e1>repaglinide</e1> to <e2>SUR1</e2> expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.","Regulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Regulator"
"In this study, we examined the effects of mitiglinide on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, <e1>nateglinide</e1>.","Regulator"
"Binding experiments on mitiglinide, nateglinide, and <e1>repaglinide</e1> to <e2>SUR1</e2> expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.","Regulator"
"Binding experiments on mitiglinide, nateglinide, and repaglinide to <e2>SUR1</e2> expressed in COS-1 cells revealed that they inhibit the binding of [3H]<e1>glibenclamide</e1> to SUR1 (IC50 values: mitiglinide, 280 nM; nateglinide, 8 microM; repaglinide, 1.6 microM), suggesting that they all share a glibenclamide binding site.","Regulator"
"The <e2>insulin</e2> responses to <e1>glucose</e1>, mitiglinide, tolbutamide, and glibenclamide in MIN6 cells after chronic mitiglinide, nateglinide, or repaglinide treatment were comparable to those after chronic tolbutamide and glibenclamide treatment.","Regulator"
"The effects of <e1>mitiglinide</e1> (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and <e2>insulin</e2> secretion: comparison with the sulfonylureas and nateglinide.","Regulator"
"The <e2>insulin</e2> responses to glucose, mitiglinide, <e1>tolbutamide</e1>, and glibenclamide in MIN6 cells after chronic mitiglinide, nateglinide, or repaglinide treatment were comparable to those after chronic tolbutamide and glibenclamide treatment.","Regulator"
"The <e2>insulin</e2> responses to glucose, mitiglinide, tolbutamide, and <e1>glibenclamide</e1> in MIN6 cells after chronic mitiglinide, nateglinide, or repaglinide treatment were comparable to those after chronic tolbutamide and glibenclamide treatment.","Regulator"
"The effects of <e1>mitiglinide</e1> (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and <e2>insulin</e2> secretion: comparison with the sulfonylureas and nateglinide.","Regulator"
"The effects of mitiglinide (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and <e2>insulin</e2> secretion: comparison with the sulfonylureas and <e1>nateglinide</e1>.","Regulator"
"The <e2>insulin</e2> responses to glucose, mitiglinide, tolbutamide, and glibenclamide in MIN6 cells after chronic mitiglinide, nateglinide, or <e1>repaglinide</e1> treatment were comparable to those after chronic tolbutamide and glibenclamide treatment.","Regulator"
"The <e2>insulin</e2> responses to glucose, mitiglinide, <e1>tolbutamide</e1>, and glibenclamide in MIN6 cells after chronic mitiglinide, nateglinide, or repaglinide treatment were comparable to those after chronic tolbutamide and glibenclamide treatment.","Regulator"
"The <e2>insulin</e2> responses to glucose, mitiglinide, tolbutamide, and <e1>glibenclamide</e1> in MIN6 cells after chronic mitiglinide, nateglinide, or repaglinide treatment were comparable to those after chronic tolbutamide and glibenclamide treatment.","Regulator"
"These results indicate that, similar to the <e1>sulfonylureas</e1>, mitiglinide is highly specific to the <e2>Kir6.2</e2>/SUR1 complex, i.e., the pancreatic beta-cell K(ATP) channel, and suggest that mitiglinide may be a clinically useful anti-diabetic drug.","Regulator"
"These results indicate that, similar to the <e1>sulfonylureas</e1>, mitiglinide is highly specific to the Kir6.2/<e2>SUR1</e2> complex, i.e., the pancreatic beta-cell K(ATP) channel, and suggest that mitiglinide may be a clinically useful anti-diabetic drug.","Regulator"
"These results indicate that, similar to the <e1>sulfonylureas</e1>, mitiglinide is highly specific to the Kir6.2/SUR1 complex, i.e., the pancreatic beta-cell <e2>K(ATP) channel</e2>, and suggest that mitiglinide may be a clinically useful anti-diabetic drug.","Regulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Regulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned <e2>K(ATP) channel</e2>s (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Regulator"
"The effects of <e1>mitiglinide</e1> (KAD-1229), a new anti-diabetic drug, on <e2>ATP-sensitive K+ channels</e2> and insulin secretion: comparison with the sulfonylureas and nateglinide.","Regulator"
"The effects of <e1>mitiglinide</e1> (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and <e2>insulin</e2> secretion: comparison with the sulfonylureas and nateglinide.","Regulator"
"The effects of mitiglinide (<e1>KAD-1229</e1>), a new anti-diabetic drug, on <e2>ATP-sensitive K+ channels</e2> and insulin secretion: comparison with the sulfonylureas and nateglinide.","Regulator"
"The effects of mitiglinide (<e1>KAD-1229</e1>), a new anti-diabetic drug, on ATP-sensitive K+ channels and <e2>insulin</e2> secretion: comparison with the sulfonylureas and nateglinide.","Regulator"
"The effects of mitiglinide (<e1>KAD-1229</e1>), a new anti-diabetic drug, on ATP-sensitive K+ channels and <e2>insulin</e2> secretion: comparison with the sulfonylureas and nateglinide.","Upregulator"
"<e1>Mitiglinide</e1> (KAD-1229), a new anti-diabetic drug, is thought to stimulate <e2>insulin</e2> secretion by closing the ATP-sensitive K+ (K(ATP)) channels in pancreatic beta-cells.","Upregulator"
"Mitiglinide (<e1>KAD-1229</e1>), a new anti-diabetic drug, is thought to stimulate insulin secretion by closing the <e2>ATP-sensitive K+ (K(ATP)) channels</e2> in pancreatic beta-cells.","Downregulator"
"<e1>Mitiglinide</e1> (KAD-1229), a new anti-diabetic drug, is thought to stimulate insulin secretion by closing the <e2>ATP-sensitive K+ (K(ATP)) channels</e2> in pancreatic beta-cells.","Downregulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (<e2>Kir6.2</e2>/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Downregulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned K(ATP) channels (Kir6.2/<e2>SUR1</e2>, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Downregulator"
"<e1>Nateglinide</e1> inhibits <e2>Kir6.2</e2>/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).","Downregulator"
"<e1>Nateglinide</e1> inhibits Kir6.2/<e2>SUR1</e2> and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).","Downregulator"
"<e1>Nateglinide</e1> inhibits <e2>Kir6.2</e2>/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).","Downregulator"
"<e1>Nateglinide</e1> inhibits Kir6.2/SUR1 and Kir6.2/<e2>SUR2B</e2> channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).","Downregulator"
"<e1>Nateglinide</e1> inhibits <e2>Kir6.2</e2>/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).","Downregulator"
"<e1>Nateglinide</e1> inhibits Kir6.2/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/<e2>SUR2A</e2> channels at high concentrations (1 microM).","Downregulator"
"In this study, we examined the effects of <e1>mitiglinide</e1> on various cloned <e2>K(ATP) channel</e2>s (Kir6.2/SUR1, Kir6.2/SUR2A, and Kir6.2/SUR2B) reconstituted in COS-1 cells, and compared them to another meglitinide-related compound, nateglinide.","Agonist"
"Although generally highly specific for angiotensin II type 1 receptors, some ARBs, particularly <e1>telmisartan</e1>, are partial agonists at <e2>peroxisome proliferator-activated receptor-γ</e2>.","Agonist"
"Although generally highly specific for <e2>angiotensin II type 1 receptors</e2>, some ARBs, particularly <e1>telmisartan</e1>, are partial agonists at peroxisome proliferator-activated receptor-γ.","Antagonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and <e1>AM4054</e1> [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"In further studies, the diuretic effects of the CB1 agonist AM4054 were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant, but not by the vanilloid receptor type I antagonist capsazepine, nor were the effects of <e1>WIN 55,212</e1> antagonized by the <e2>CB2</e2> antagonist AM630 [(6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone)].","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including <e1>Δ(9)-tetrahydrocannabinol</e1>, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, <e1>WIN 55,212</e1> [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [<e1>R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate</e1>], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], <e1>AM2389</e1> [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [<e1>9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol</e1>], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and <e1>AM4054</e1> [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Direct-acting <e2>CB1</e2> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [<e1>9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol</e1>], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.","Agonist"
"Methanandamide (10.0 mg/kg) had lesser effect than other CB agonists, and the <e2>CB2</e2> agonist <e1>AM1241</e1> [1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole], the anandamide transport inhibitor AM404, and the CB antagonist rimonabant did not have diuretic effects.","Agonist"
"Methanandamide (10.0 mg/kg) had lesser effect than other CB agonists, and the <e2>CB2</e2> agonist AM1241 [<e1>1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole</e1>], the anandamide transport inhibitor AM404, and the CB antagonist rimonabant did not have diuretic effects.","Agonist"
"Methanandamide (10.0 mg/kg) had lesser effect than other CB agonists, and the <e2>CB2</e2> agonist AM1241 [1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole], the anandamide transport inhibitor <e1>AM404</e1>, and the CB antagonist rimonabant did not have diuretic effects.","Agonist"
